Data;Regressor;Best_parameters;MSE;MAE;MAPE
aa_freq+dipep_freq+avg_protvec+shannon_entropy+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.454013692303896;1.6607760453428446;13.855583532329984
aa_freq+dipep_freq+avg_protvec+shannon_entropy+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4.97015484174822;1.5861223541818208;13.442072221352449
aa_freq+dipep_freq+avg_protvec+shannon_entropy+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.876545505403492;1.6613142217486054;13.867563960462531
aa_freq+dipep_freq+avg_protvec+shannon_entropy+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.473046974446802;1.638255260455948;13.782954518581025
aa_freq+dipep_freq+avg_protvec+shannon_entropy+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.568919636413551;1.6639466786122568;13.896720257035234
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.398265593435043;1.6070614160312333;13.295589925975678
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.015452092592344;1.5684672659853507;13.25406208323756
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.092982296941736;1.6418100280504795;13.675535308251636
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.857390757759243;1.558397662311564;12.964736906282942
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.868612213644478;1.5501575659742266;13.115932653349665
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.627702748897931;1.5911140909376562;13.319544679779924
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.736688917184735;1.532481320737617;12.762878900166003
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.17902517146546;1.5757944230617056;13.29202980342663
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4.961399479674434;1.569165048961823;13.055868810464922
aa_freq+dipep_freq+avg_protvec+residue_repeats+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.7407647378258;1.5409927022124275;12.875950346505979
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.672759600479452;1.604881485962025;13.39769156673719
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.964049279378932;1.6097276966475271;13.390522104176
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.818529133215714;1.5481784813909292;12.878817196690301
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.806851254647831;1.6296648413165655;13.612160476860172
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.853308626093496;1.5558555577749789;12.95229124385272
aa_freq+dipep_freq+avg_protvec+residue_repeats+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.791923038472854;1.5561708508559993;13.012707126392614
aa_freq+dipep_freq+avg_protvec+residue_repeats+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.674288882310203;1.6067023484778644;13.367474866329324
aa_freq+dipep_freq+avg_protvec+residue_repeats+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.867755485742872;1.549085637288283;12.90620466820209
aa_freq+dipep_freq+avg_protvec+residue_repeats+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.79536261996419;1.5275179465739381;12.727172915065546
aa_freq+dipep_freq+avg_protvec+residue_repeats+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.770305302885563;1.552007500722763;12.955143266469129
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.107005350684329;1.595553263033196;13.480394127384269
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.28233955100424;1.5788982426245497;13.148110873121716
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.741830347419965;1.661513407019736;13.932440050554895
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.295620934497829;1.5927189769531003;13.457833064771568
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.700241199818748;1.6730370489830069;14.204610138123769
aa_freq+dipep_freq+avg_protvec+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.404380574915899;1.6368945326105087;13.82159970021891
aa_freq+dipep_freq+avg_protvec+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.378138200882272;1.5963862081273876;13.284642283439224
aa_freq+dipep_freq+avg_protvec+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.838470636766882;1.6801751444140005;14.114211469164587
aa_freq+dipep_freq+avg_protvec+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.657008131034761;1.608735577416763;13.371023064795489
aa_freq+dipep_freq+avg_protvec+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.422644734574063;1.6193143111276138;13.548307365212375
aa_freq+dipep_freq+avg_protvec+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.438058407010511;1.5946548753009713;13.264700578280006
aa_freq+dipep_freq+avg_protvec+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.788258135327083;1.6666704253182734;13.998608033396229
aa_freq+dipep_freq+avg_protvec+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.339827654560886;1.6204057828640654;13.599241103959752
aa_freq+dipep_freq+avg_protvec+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.3102019111483125;1.6196397228471955;13.5601624152453
aa_freq+dipep_freq+avg_protvec+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.326577114862562;1.6126232878607023;13.494112930063226
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.873756916505274;1.5794547815746123;13.384265455987777
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.952124174973048;1.576033664382615;13.321755266896574
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.0185700917529745;1.6146842998039945;13.6912110366278
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.10996370209332;1.5826073138874064;13.129236950627496
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";4.905965269365534;1.5608877492706157;13.220905871051643
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.355976740454715;1.5608959537367568;13.052223380748012
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.08512048648018;1.5743598060466553;13.015140210172877
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.596496976136277;1.5972958827864183;13.383495982851679
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.304844348193952;1.59573082316545;13.117159336482223
aa_freq+dipep_freq+shannon_entropy+residue_repeats+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.090513214414333;1.5820039160203403;13.252143615765002
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.112345499857319;1.6140519654229215;13.665393038535365
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.645908368215832;1.607928289880179;13.340156501251776
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.054704567569487;1.5730315803063977;12.999169834559208
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.128412157350114;1.6366923290865165;13.877257863995633
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.145450969583869;1.5859654395714453;13.264632137350777
aa_freq+dipep_freq+shannon_entropy+residue_repeats+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.239001262943341;1.5993802414982101;13.381213509247871
aa_freq+dipep_freq+shannon_entropy+residue_repeats+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.062828652445631;1.5446753630338848;13.032259564021198
aa_freq+dipep_freq+shannon_entropy+residue_repeats+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.173507146120888;1.5924426977463684;13.185166975038682
aa_freq+dipep_freq+shannon_entropy+residue_repeats+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.086392935555237;1.5839765225732192;13.275656487925405
aa_freq+dipep_freq+shannon_entropy+residue_repeats+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.121476975394827;1.5881270551723234;13.315970793701428
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}";5.8225507073944005;1.72334122700267;14.596508674586492
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.195250802594754;1.591421636792986;13.536440285379214
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.94571080712421;1.617571195433797;13.330177557663408
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.9162703712156075;1.5773758909280393;13.406791845446609
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.105818066971292;1.6539606326396705;13.701539446444578
aa_freq+dipep_freq+shannon_entropy+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.539221592201738;1.6514338415104153;13.85832996574147
aa_freq+dipep_freq+shannon_entropy+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.491518449483869;1.599043308378455;13.364843491673154
aa_freq+dipep_freq+shannon_entropy+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";6.159150700166581;1.705108222715299;14.225406174081446
aa_freq+dipep_freq+shannon_entropy+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.320842762806111;1.6079201730820953;13.46603707553119
aa_freq+dipep_freq+shannon_entropy+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.534125557587062;1.6467379877857793;13.82252732290709
aa_freq+dipep_freq+shannon_entropy+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.095377457179952;1.614798103192952;13.736821311106393
aa_freq+dipep_freq+shannon_entropy+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.948772602340692;1.6457703716697474;13.605963712104058
aa_freq+dipep_freq+shannon_entropy+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.432861422571807;1.641181221047432;13.762058183181521
aa_freq+dipep_freq+shannon_entropy+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.537523147564795;1.660870689680922;13.906637324420537
aa_freq+dipep_freq+shannon_entropy+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.648474043917925;1.6613720370460778;13.984400568390948
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.132639222176025;1.6208936006385462;13.645961857449404
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";4.933397223258727;1.6140136692461704;13.649348453726079
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.119296584004612;1.6106090079486546;13.414293773996691
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.036245581737378;1.6276912714255127;13.719220474968719
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.1651693116054975;1.6544485593762157;13.750812072475524
aa_freq+dipep_freq+residue_repeats+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.04360648886465;1.5821541290275745;13.217519330087644
aa_freq+dipep_freq+residue_repeats+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.0103989240454;1.631246168317783;13.74389801939611
aa_freq+dipep_freq+residue_repeats+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.06369656062192;1.5841894464300306;13.156611070461633
aa_freq+dipep_freq+residue_repeats+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.168902998414199;1.5793248588347704;12.938149764376295
aa_freq+dipep_freq+residue_repeats+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";4.964236525519485;1.5741794692978137;13.107150350983174
aa_freq+dipep_freq+residue_repeats+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";5.090930320191406;1.6451781634619613;13.83792843564932
aa_freq+dipep_freq+residue_repeats+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.092285920515734;1.595301361344974;13.246071038933598
aa_freq+dipep_freq+residue_repeats+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.056270334082725;1.5817474655300017;13.227082335956808
aa_freq+dipep_freq+residue_repeats+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.193701597078569;1.6336992617867594;13.608953455082032
aa_freq+dipep_freq+residue_repeats+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.08777708612828;1.601886479758334;13.369703777685944
aa_freq+dipep_freq+aromaticity+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.737687907584866;1.5794810145807474;13.19376994064314
aa_freq+dipep_freq+aromaticity+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.010635603974702;1.6967809900284554;14.138184003267353
aa_freq+dipep_freq+aromaticity+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.4251960798611005;1.6665900811462804;13.953343836508015
aa_freq+dipep_freq+aromaticity+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.634110824345134;1.6782278276536589;13.997333572476045
aa_freq+dipep_freq+aromaticity+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.444023501053562;1.6559398855458496;13.917385216445455
aa_freq+dipep_freq+helix+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.495402718813947;1.683406588841732;14.108826098005661
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.764744537155302;1.5848047216781989;13.267150428582736
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.154121230714685;1.5814614008885595;13.341783800171783
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.672310943752234;1.5941899320622581;13.299632565334091
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.0302451897499;1.5879941866463076;13.24172724295133
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.131706144640748;1.5838112923425776;13.372766607521891
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.182451824914032;1.630173421332693;13.63644623370138
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.11911195979474;1.5961831269258853;13.29260136822045
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.949654551779386;1.6088189952250322;13.555586573563067
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4.934506510105701;1.55557079905936;12.900837489346593
aa_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.526117475963713;1.6378264536714795;13.417127035314873
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.104298848102504;1.5712947621183047;13.25390837971113
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.569430842886404;1.5821206290205627;13.14809408914821
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.136877081692777;1.6046321033088142;13.364845327465764
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.786152348817596;1.5987410310340393;13.474625679192028
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.059705491170191;1.575540949608897;13.107402865741527
aa_freq+avg_protvec+shannon_entropy+residue_repeats+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.007603675516462;1.580269109143861;13.23234742622289
aa_freq+avg_protvec+shannon_entropy+residue_repeats+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.57389436301417;1.5725846253263707;13.254270292665588
aa_freq+avg_protvec+shannon_entropy+residue_repeats+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.093984519281393;1.5719635475455638;12.966075573430643
aa_freq+avg_protvec+shannon_entropy+residue_repeats+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.045472186234021;1.5751401908083966;13.073817093347465
aa_freq+avg_protvec+shannon_entropy+residue_repeats+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.049694709373087;1.5800765703923039;13.20545296577363
aa_freq+avg_protvec+shannon_entropy+aromaticity+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.055733608883319;1.6124463608738535;13.438408945728042
aa_freq+avg_protvec+shannon_entropy+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.382623277639287;1.6117943567998856;13.669199749984292
aa_freq+avg_protvec+shannon_entropy+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.096019105442485;1.6791034860833285;13.946124937405205
aa_freq+avg_protvec+shannon_entropy+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.290140721074828;1.6408511780591732;13.974218051336656
aa_freq+avg_protvec+shannon_entropy+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.1170884531044765;1.6957107214275362;14.233362361883772
aa_freq+avg_protvec+shannon_entropy+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.771550629436506;1.6855706372907933;14.280817197865286
aa_freq+avg_protvec+shannon_entropy+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.379290700870476;1.6461725693476807;14.01694585646808
aa_freq+avg_protvec+shannon_entropy+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.22185661653834;1.6885035088871594;14.133219207407993
aa_freq+avg_protvec+shannon_entropy+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.778810498948682;1.6806177964352371;14.229941123913866
aa_freq+avg_protvec+shannon_entropy+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.825351043301722;1.7003059049138216;14.307778465562638
aa_freq+avg_protvec+shannon_entropy+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.162123207648981;1.6155971240515543;13.739178204524771
aa_freq+avg_protvec+shannon_entropy+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.036740368633256;1.682123892590991;14.080273070935585
