Data;Regressor;Best parameters;MSE;MAE;MAPE;PCC
shannon_entropy+residue_repeats+net_contact_energy+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4013.9049719097534;29.464922002097907;12484381.873120375;(0.541486485593907, 2.890744195565711e-12)
shannon_entropy+residue_repeats+net_contact_energy+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3978.120335238424;29.5760268972028;12484376.111118967;(0.5346496202246174, 6.072276010019267e-12)
shannon_entropy+residue_repeats+net_contact_energy+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3574.2130992973334;27.840982771328672;12479973.22818163;(0.5812039328315076, 2.730837122450372e-14)
shannon_entropy+residue_repeats+net_contact_energy+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3978.120335238424;29.5760268972028;12484376.111118967;(0.5346496202246174, 6.072276010019267e-12)
shannon_entropy+residue_repeats+net_contact_energy+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3578.1197951854456;27.958717037062936;12479973.28443292;(0.5811320820252801, 2.7555517636721103e-14)
shannon_entropy+residue_repeats+net_contact_energy+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3599.8035952134173;28.538115638461537;12484887.623395648;(0.5771621205057988, 4.5177263998127525e-14)
shannon_entropy+residue_repeats+net_contact_energy+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3978.120335238424;29.5760268972028;12484376.111118967;(0.5346496202246174, 6.072276010019267e-12)
shannon_entropy+residue_repeats+net_contact_energy+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3578.869455765865;28.014793960139862;12479992.203608979;(0.5807846359094477, 2.878166507383727e-14)
shannon_entropy+residue_repeats+net_contact_energy+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3599.600494017613;28.504248505594404;12484881.784234809;(0.5773889329722872, 4.392693562357448e-14)
shannon_entropy+residue_repeats+net_contact_energy+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3599.8035963882426;28.538199554545454;12484890.420598445;(0.5771616267671537, 4.518002317911886e-14)
shannon_entropy+residue_repeats+aromaticity+helix+turn+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}";2431.0595878247127;30.288014094172492;674547.933919571;(0.7123498452924009, 1.946225653956132e-23)
shannon_entropy+residue_repeats+aromaticity+helix+turn+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.6282774684105;37.13867731678322;227328.03552584324;(0.49737497384922635, 2.627797904372165e-10)
shannon_entropy+residue_repeats+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3552.7890045456047;30.563778645454548;214191.44152780104;(0.5806219388968868, 2.937391790665669e-14)
shannon_entropy+residue_repeats+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.425208237641;37.10629969440559;227327.1820114599;(0.49744236602595293, 2.6110104210180084e-10)
shannon_entropy+residue_repeats+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3536.1100830421083;30.309338086013987;214191.01428785347;(0.5819898840600477, 2.4741876553237247e-14)
shannon_entropy+residue_repeats+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";4090.5012453079853;31.54384263146853;26575948.754304025;(0.5370676903969844, 4.679214312805064e-12)
shannon_entropy+residue_repeats+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.6282774684105;37.13867731678322;227328.03552584324;(0.49737497384922635, 2.627797904372165e-10)
shannon_entropy+residue_repeats+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3536.086611014136;30.30297444965035;214190.2108550256;(0.5819727055675266, 2.4795377366603338e-14)
shannon_entropy+residue_repeats+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";6301.43846920564;37.47545137272728;227736.11706138196;(0.46245533979513676, 6.074471023305134e-09)
shannon_entropy+residue_repeats+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";6351.427899170675;38.29393389020979;228184.88208136195;(0.4578662591643784, 8.946127767975878e-09)
shannon_entropy+residue_repeats+helix+turn+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6276.6282774684105;37.13867731678322;227328.03552584324;(0.49737497384922635, 2.627797904372165e-10)
shannon_entropy+residue_repeats+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3536.104897028122;30.306820603496497;214190.92509423464;(0.5819531921061027, 2.4856286763223207e-14)
shannon_entropy+residue_repeats+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";6371.017079939907;38.12772410000001;227736.7693341092;(0.45571380414131035, 1.0706387942406989e-08)
shannon_entropy+residue_repeats+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";4032.72560472043;32.12505137272727;214157.44814087212;(0.5596431546227927, 3.70457686185598e-13)
shannon_entropy+residue_repeats+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";4032.816185341059;32.126327596503494;214157.4516638219;(0.5596382488663894, 3.706696642455714e-13)
shannon_entropy+net_contact_energy+aromaticity+helix+turn+sheet;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";6640.764319106982;40.32860249160839;5194166.454353911;(0.3157993930877406, 0.00012200464076740624)
shannon_entropy+net_contact_energy+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5621.197843393669;34.93483109300699;67748840.11697817;(0.3353402648499072, 4.2384756445682114e-05)
shannon_entropy+net_contact_energy+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4987.952917000829;34.32923451958042;5109099.101396884;(0.4314691968575238, 7.447300503824187e-08)
shannon_entropy+net_contact_energy+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5703.872888009055;34.92925067342657;67748964.8125755;(0.3239588770465838, 7.914761973069389e-05)
shannon_entropy+net_contact_energy+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6057.665585592471;41.43205465944056;5123944.0367128;(0.31893838621552717, 0.00010344532083641413)
shannon_entropy+net_contact_energy+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4729.226320577053;33.50646528881119;12480056.385332625;(0.40769317209371403, 4.329981608205413e-07)
shannon_entropy+net_contact_energy+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";5886.929164624439;36.17647444965035;67746749.47106625;(0.3425362719595968, 2.8193683989797634e-05)
shannon_entropy+net_contact_energy+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5068.151425224606;34.78773801608392;5109115.770656658;(0.4178629496089567, 2.0733840909804594e-07)
shannon_entropy+net_contact_energy+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4882.992408402229;34.00994081328672;12480112.301683243;(0.38693206045516143, 1.8086502677622027e-06)
shannon_entropy+net_contact_energy+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4871.72107582181;34.020451302797206;12480056.878861574;(0.4190058374504269, 1.905793819922855e-07)
shannon_entropy+net_contact_energy+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";6677.119495393671;38.36723668741259;67748984.07295857;(0.28331194790135783, 0.0006064549995236382)
shannon_entropy+net_contact_energy+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5131.906942644186;35.29276598811189;5109773.493175373;(0.4129745932412448, 2.962923682503701e-07)
shannon_entropy+net_contact_energy+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6121.934921898737;41.02939514895105;12511207.104310239;(0.3150771671943362, 0.00012669328987846857)
shannon_entropy+net_contact_energy+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4957.78481615048;34.65970305104895;12480714.947864735;(0.4083425647139907, 4.134081073207409e-07)
shannon_entropy+net_contact_energy+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6415.473383437199;42.41401053356643;12511211.060354197;(0.3032327490659357, 0.00023197803828494025)
shannon_entropy+aromaticity+helix+turn+sheet+gravy;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";5567.970731449248;34.808719204895105;487939.9058883082;(0.3240945126968696, 7.857207222800925e-05)
shannon_entropy+aromaticity+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";5290.378594765892;36.61151640769231;18902270.51797176;(0.37836258380234855, 3.1735430354369603e-06)
shannon_entropy+aromaticity+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3612.5358411652205;31.711417421678313;758361.8592324826;(0.5726478756900597, 7.862813896275907e-14)
shannon_entropy+aromaticity+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3635.8258133015834;32.16227056853146;758823.3065537881;(0.5741496028078268, 6.545273512228661e-14)
shannon_entropy+aromaticity+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3748.572761873262;32.602826512587406;758740.9972206526;(0.5541495320764134, 6.988940039306624e-13)
shannon_entropy+helix+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}";3237.0206472630575;32.817751838927734;519374.2156300823;(0.6146961416016177, 3.18106394471917e-16)
residue_repeats+net_contact_energy+aromaticity+helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4058.570855203459;29.91046745664336;12483778.063365757;(0.527119941962574, 1.349228826929978e-11)
residue_repeats+net_contact_energy+aromaticity+helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4598.600651364298;32.06790102307693;12484400.952533316;(0.4901684935746249, 5.173209251646903e-10)
residue_repeats+net_contact_energy+aromaticity+helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3318.392699052578;26.665269484615386;12484882.954834273;(0.6078063666443809, 8.298936789633918e-16)
residue_repeats+net_contact_energy+aromaticity+helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4519.999194273389;31.367803120979026;12484579.632259624;(0.49851915211791764, 2.3564277207410866e-10)
residue_repeats+net_contact_energy+aromaticity+helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3250.3059158357946;26.463171582517482;12484882.846760532;(0.6161838331643497, 2.578156100997542e-16)
residue_repeats+net_contact_energy+aromaticity+helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";2988.7404172129936;27.46018412440346;9457130.008972483;(0.6283648121815855, 4.421224376876969e-17)
residue_repeats+net_contact_energy+aromaticity+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4522.325926385278;31.458642281818186;12484578.984337596;(0.4986524728581151, 2.3266276514122283e-10)
residue_repeats+net_contact_energy+aromaticity+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3250.2495163602703;26.451458295804194;12484882.512095194;(0.6160149844654974, 2.6405329057501765e-16)
residue_repeats+net_contact_energy+aromaticity+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3766.5884003952356;29.389996757342658;12484979.061785538;(0.5574947625921295, 4.754970343351171e-13)
residue_repeats+net_contact_energy+aromaticity+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3014.484916753675;27.635789957429875;9353538.191580033;(0.6239492671772471, 8.452821073224654e-17)
residue_repeats+net_contact_energy+helix+turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4519.749442944719;31.32665626783217;12484399.857252022;(0.49874119368588454, 2.3069987554512635e-10)
residue_repeats+net_contact_energy+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3250.3059158357946;26.463171582517482;12484882.846760532;(0.6161838331643497, 2.578156100997542e-16)
residue_repeats+net_contact_energy+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3303.175142143329;28.997053166203962;9450538.398767354;(0.5891027076937145, 1.0005513610419655e-14)
residue_repeats+net_contact_energy+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3180.2716294278557;28.644447130676443;9394871.758677786;(0.602544041289754, 1.6997072761755813e-15)
residue_repeats+net_contact_energy+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3305.686222394973;29.129119965364122;9347450.498149503;(0.5887292930102174, 1.0498346381888196e-14)
residue_repeats+aromaticity+helix+turn+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6373.290236409781;37.568989834265736;227556.97085775642;(0.4861582538010534, 7.490696246687414e-10)
residue_repeats+aromaticity+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3566.41988308057;30.713680743356637;214062.58250269876;(0.5774847500708996, 4.340890452714604e-14)
residue_repeats+aromaticity+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3995.4090484705735;31.741573400699295;26577424.020484526;(0.551430688887458, 9.527740524012355e-13)
residue_repeats+aromaticity+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3971.3639863365;31.434586337762237;26577439.942332137;(0.5544674681902155, 6.738982782239538e-13)
residue_repeats+aromaticity+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";3187.849716921809;29.517712609607358;17609160.74206734;(0.613832903946312, 3.5917639613499937e-16)
residue_repeats+helix+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}";3934.411770862723;31.036533890209785;26577309.812000163;(0.5576953960918045, 4.645758233946406e-13)
net_contact_energy+aromaticity+helix+turn+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";7763.415846914117;44.30480095314685;67754184.78684719;(0.2852642911536887, 0.0005536349224228328)
net_contact_energy+aromaticity+helix+turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6661.755131331535;43.36257486923077;5121181.959315341;(0.29973550728825205, 0.0002760018919696393)
net_contact_energy+aromaticity+helix+turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";7018.596577963703;45.022973470629374;12510555.94335054;(0.310798772362494, 0.0001580954164657423)
net_contact_energy+aromaticity+helix+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";7018.596577963703;45.022973470629374;12510555.94335054;(0.310798772362494, 0.0001580954164657423)
net_contact_energy+aromaticity+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";7018.596577963703;45.022973470629374;12510555.94335054;(0.310798772362494, 0.0001580954164657423)
net_contact_energy+helix+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'chebyshev', 'n_neighbors': 1, 'weights': 'uniform'}";7018.596577963703;45.022973470629374;12510555.94335054;(0.310798772362494, 0.0001580954164657423)
aromaticity+helix+turn+sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'uniform'}";4300.19533252822;39.81016500909091;395454.9573442745;(0.42727468273751723, 1.0260643646940338e-07)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+net_contact_energy+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4296.858525634859;30.745689134965037;12509145.81952897;(0.4735817657271586, 2.3197308066045922e-09)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+net_contact_energy+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4280.119020942551;30.433402421678323;12509139.06446271;(0.4767781890193937, 1.748006486307526e-09)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+net_contact_energy+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4280.033985977515;30.428926897202796;12509139.019707466;(0.4767638331797954, 1.75024084387854e-09)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+net_contact_energy+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3884.1190209425513;28.9103254986014;12509135.358679444;(0.5126616745611635, 5.921612674769435e-11)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+net_contact_energy+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3842.258413047446;28.82785696713287;12509153.51138488;(0.5314227126492445, 8.570286517880783e-12)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+net_contact_energy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";3996.6730755700605;29.536178575524474;12509562.555264974;(0.4988377795638861, 2.285811684259706e-10)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+helix;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}";2850.8547441423593;31.381490641505497;3960501.6266857013;(0.6681366086740312, 7.815717105155732e-20)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}";2517.588878869286;30.705061955477852;674665.667672541;(0.6963838647484666, 4.633362900005808e-22)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}";2842.285569287994;31.189773164323185;3852727.2195574325;(0.6721358561433632, 3.913437567284502e-20)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6168.951901405473;35.883593400699304;227320.81563101077;(0.5085380881579724, 8.916132181199248e-11)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3333.0470145141367;28.90723319090909;214014.75689393142;(0.6040716013130754, 1.3822428657019612e-15)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+helix+turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}";2521.2273950601434;30.684875475291378;674633.8830628773;(0.6951300034915149, 5.891170958915655e-22)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+helix+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}";2837.1716101283732;31.10000004767048;3853387.3342269356;(0.6734856060060521, 3.0910817202281185e-20)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+helix+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6169.585255251627;35.931285708391606;227331.18352398736;(0.5083392387659424, 9.092586983559652e-11)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+helix+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";3684.1010470263736;30.121565358741254;213992.28583555142;(0.5771205106209343, 4.541037031635678e-14)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+turn+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'uniform'}";2488.161608107961;30.61201713030303;674668.580460849;(0.7007639540438301, 1.9828094366864377e-22)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+turn+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6207.140220286592;36.04736962447553;227331.7927848564;(0.5050772018132353, 1.2517749460228405e-10)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+turn+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}";3081.3936575463163;30.021474190026527;194531.51223058443;(0.6298687455156107, 3.537113200296399e-17)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+sheet+gravy;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";6206.948891615263;36.0221947993007;227331.2206297388;(0.505167775686128, 1.2407692258980733e-10)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}";3082.3256937477486;30.01509979863974;194521.04680682157;(0.6297081784630513, 3.62258802612928e-17)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+residue_repeats+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 2, 'weights': 'uniform'}";4353.697910863786;32.80541500909091;213920.26037831212;(0.518698625631463, 3.220343169557616e-11)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5495.3197628747885;36.00485906503497;12511837.668555772;(0.38072444855181165, 2.7222652410077302e-06)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5493.12342634332;35.92397794615385;12512474.481113413;(0.3816281599581332, 2.5662817308702204e-06)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'distance'}";5379.1131824160475;35.05488703706293;9488471.63598156;(0.39378147419708476, 1.1406821689425684e-06)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3114.7561728814876;30.72467834720049;39426306.92199502;(0.6086853426745666, 7.352827035640825e-16)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4888.451583954676;33.219087666433566;12477698.734573815;(0.44538907994935717, 2.4912262446950576e-08)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5493.542450986677;35.95898493916084;12511787.55922848;(0.3812625264494478, 2.6283405650923943e-06)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5493.39142564402;35.94880312097902;12512475.430793533;(0.38114429520033394, 2.6487109272779e-06)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3117.235634279947;30.558914290467335;39453307.89110178;(0.6090065001028937, 7.034068773029252e-16)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4453.010718856774;31.245094659440564;12478031.238656249;(0.47259433513953053, 2.5301557667804797e-09)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";5480.570408290172;35.85397794615385;9488472.64711356;(0.3824868242684714, 2.4259657156377124e-06)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";3135.727396244127;30.81522272950174;39481895.58883484;(0.6059596789027137, 1.0689030042734354e-15)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 1, 'weights': 'uniform'}";4517.0183142204105;31.860710044055946;12477690.654713677;(0.46711121802062544, 4.07739254255041e-09)
aa_freq+dipep_freq+avg_protvec+shannon_entropy+net_contact_energy+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";2948.138047309707;30.257705393698643;39674202.79904898;(0.642546346639228, 5.133608665138908e-18)
